cohort_number	disease_domain	disease_ontology_parent	disease_ontology_detail	disease_or_context	study_accession	case_label	control_or_comparator_label	n_case	n_control_or_comparator	human_disease_scope	analysis_context	source_collection	de_method	cohort_caveat_flags	display_contrast	compact_label	contrast_id	marker	op_reference_log2FC_chronic_vs_control	op_reference_direction	marker_detected_in_external_cohort	external_display_gene	external_feature_id	external_uniprot_id	external_protein_name	external_log2FC_case_vs_control_or_comparator	external_p_value	external_FDR	external_abs_log2FC	external_de_tier	external_direction	direction_agreement_with_op_reference	concordance_status	n_total	result_label_for_summary	summary_sentence_fragment
C05	Nervous system	demyelinating autoimmune disease	Multiple sclerosis; neuroimmune demyelination	Multiple sclerosis	PXD045058	case	control	267	321	human	multiple_sclerosis	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter	disease_control_not_healthy_control	PXD045058 | case vs control	PXD045058\ncase>control	primary__curated_gate2_case_control__multiple_sclerosis__PXD045058__case_vs_control	VWF	4.280000000000001	up_in_chronic	True	VWF	VWF	VWF		-0.35830403189755	1.32597527828661e-13	4.10754364296199e-12	0.35830403189755	not_tiered	down_in_case	opposite_direction	weak_opposite_direction	588	Detected, opposite direction, weak/non-tiered	VWF had external log2FC=-0.35830403189755 with FDR=4.10754364296199e-12 in Multiple sclerosis (PXD045058); status=weak_opposite_direction.
C05	Nervous system	demyelinating autoimmune disease	Multiple sclerosis; neuroimmune demyelination	Multiple sclerosis	PXD045058	case	control	267	321	human	multiple_sclerosis	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter	disease_control_not_healthy_control	PXD045058 | case vs control	PXD045058\ncase>control	primary__curated_gate2_case_control__multiple_sclerosis__PXD045058__case_vs_control	C4B	-4.150000000000002	down_in_chronic	True	C4B	C4B	C4B		-0.332488373521141	1.23281235749627e-14	4.59305901299624e-13	0.332488373521141	not_tiered	down_in_case	same_direction	weak_same_direction	588	Detected, same direction, weak/non-tiered	C4B had external log2FC=-0.332488373521141 with FDR=4.59305901299624e-13 in Multiple sclerosis (PXD045058); status=weak_same_direction.
C05	Nervous system	demyelinating autoimmune disease	Multiple sclerosis; neuroimmune demyelination	Multiple sclerosis	PXD045058	case	control	267	321	human	multiple_sclerosis	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter	disease_control_not_healthy_control	PXD045058 | case vs control	PXD045058\ncase>control	primary__curated_gate2_case_control__multiple_sclerosis__PXD045058__case_vs_control	CD44	1.5799999999999983	up_in_chronic	True	CD44	CD44	CD44		0.103212993001677	0.032481096382181	0.0780055598655689	0.103212993001677	not_tiered	up_in_case	same_direction	weak_same_direction	588	Detected, same direction, weak/non-tiered	CD44 had external log2FC=0.103212993001677 with FDR=0.0780055598655689 in Multiple sclerosis (PXD045058); status=weak_same_direction.
C05	Nervous system	demyelinating autoimmune disease	Multiple sclerosis; neuroimmune demyelination	Multiple sclerosis	PXD045058	case	control	267	321	human	multiple_sclerosis	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter	disease_control_not_healthy_control	PXD045058 | case vs control	PXD045058\ncase>control	primary__curated_gate2_case_control__multiple_sclerosis__PXD045058__case_vs_control	CFHR2	1.4699999999999989	up_in_chronic	True	CFHR2	CFHR2	CFHR2		-0.422322182521786	1.38044436446972e-10	2.58903749172994e-09	0.422322182521786	not_tiered	down_in_case	opposite_direction	weak_opposite_direction	588	Detected, opposite direction, weak/non-tiered	CFHR2 had external log2FC=-0.422322182521786 with FDR=2.58903749172994e-09 in Multiple sclerosis (PXD045058); status=weak_opposite_direction.
C05	Nervous system	demyelinating autoimmune disease	Multiple sclerosis; neuroimmune demyelination	Multiple sclerosis	PXD045058	case	control	267	321	human	multiple_sclerosis	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter	disease_control_not_healthy_control	PXD045058 | case vs control	PXD045058\ncase>control	primary__curated_gate2_case_control__multiple_sclerosis__PXD045058__case_vs_control	ITIH3	-1.2100000000000009	down_in_chronic	True	ITIH3	ITIH3	ITIH3		-0.721615090700304	3.25848373857502e-32	8.98363966725133e-29	0.721615090700304	suggestive	down_in_case	same_direction	concordant_dep	588	Concordant differential expression	ITIH3 had external log2FC=-0.721615090700304 with FDR=8.98363966725133e-29 in Multiple sclerosis (PXD045058); status=concordant_dep.
C05	Nervous system	demyelinating autoimmune disease	Multiple sclerosis; neuroimmune demyelination	Multiple sclerosis	PXD045058	case	control	267	321	human	multiple_sclerosis	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter	disease_control_not_healthy_control	PXD045058 | case vs control	PXD045058\ncase>control	primary__curated_gate2_case_control__multiple_sclerosis__PXD045058__case_vs_control	LRG1	-1.7199999999999989	down_in_chronic	True	LRG1	LRG1	LRG1		-0.608125484000276	1.1625944240644e-29	1.60263641357278e-26	0.608125484000276	suggestive	down_in_case	same_direction	concordant_dep	588	Concordant differential expression	LRG1 had external log2FC=-0.608125484000276 with FDR=1.60263641357278e-26 in Multiple sclerosis (PXD045058); status=concordant_dep.
C05	Nervous system	demyelinating autoimmune disease	Multiple sclerosis; neuroimmune demyelination	Multiple sclerosis	PXD045058	case	control	267	321	human	multiple_sclerosis	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter	disease_control_not_healthy_control	PXD045058 | case vs control	PXD045058\ncase>control	primary__curated_gate2_case_control__multiple_sclerosis__PXD045058__case_vs_control	MYH7B	-5.32	down_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	588	Not detected or not mapped	MYH7B was not detected or not mapped in Multiple sclerosis (PXD045058).
C06	Nervous system	neurodegenerative disease	Parkinson disease; movement-disorder neurodegeneration	Parkinson disease	PXD038555	case	control	10	20	human	parkinson_disease	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter	comparator_only_not_healthy_control	PXD038555 | case vs control	PXD038555\ncase>control	primary__curated_gate2_case_control__parkinson_disease__PXD038555__case_vs_control	ACTG1	-5.98	down_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	30	Not detected or not mapped	ACTG1 was not detected or not mapped in Parkinson disease (PXD038555).
C06	Nervous system	neurodegenerative disease	Parkinson disease; movement-disorder neurodegeneration	Parkinson disease	PXD038555	case	control	10	20	human	parkinson_disease	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter	comparator_only_not_healthy_control	PXD038555 | case vs control	PXD038555\ncase>control	primary__curated_gate2_case_control__parkinson_disease__PXD038555__case_vs_control	DNAH9	5.84	up_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	30	Not detected or not mapped	DNAH9 was not detected or not mapped in Parkinson disease (PXD038555).
C06	Nervous system	neurodegenerative disease	Parkinson disease; movement-disorder neurodegeneration	Parkinson disease	PXD038555	case	control	10	20	human	parkinson_disease	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter	comparator_only_not_healthy_control	PXD038555 | case vs control	PXD038555\ncase>control	primary__curated_gate2_case_control__parkinson_disease__PXD038555__case_vs_control	GPX3	-2.8299999999999983	down_in_chronic	True	GPX3	P22352	P22352	Glutathione peroxidase 3 OS=Homo sapiens OX=9606 GN=GPX3 PE=1 SV=2	0.658901575643345	0.0011637048247795	0.0178615159152208	0.658901575643345	suggestive	up_in_case	opposite_direction	discordant_dep	30	Discordant differential expression	GPX3 had external log2FC=0.658901575643345 with FDR=0.0178615159152208 in Parkinson disease (PXD038555); status=discordant_dep.
C06	Nervous system	neurodegenerative disease	Parkinson disease; movement-disorder neurodegeneration	Parkinson disease	PXD038555	case	control	10	20	human	parkinson_disease	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter	comparator_only_not_healthy_control	PXD038555 | case vs control	PXD038555\ncase>control	primary__curated_gate2_case_control__parkinson_disease__PXD038555__case_vs_control	VWF	4.280000000000001	up_in_chronic	True	VWF	P04275	P04275	von Willebrand factor OS=Homo sapiens OX=9606 GN=VWF PE=1 SV=4	-0.0943276031391846	0.828113096035811	0.911168253970081	0.0943276031391846	not_tiered	down_in_case	opposite_direction	weak_opposite_direction	30	Detected, opposite direction, weak/non-tiered	VWF had external log2FC=-0.0943276031391846 with FDR=0.911168253970081 in Parkinson disease (PXD038555); status=weak_opposite_direction.
C06	Nervous system	neurodegenerative disease	Parkinson disease; movement-disorder neurodegeneration	Parkinson disease	PXD038555	case	control	10	20	human	parkinson_disease	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter	comparator_only_not_healthy_control	PXD038555 | case vs control	PXD038555\ncase>control	primary__curated_gate2_case_control__parkinson_disease__PXD038555__case_vs_control	C4B	-4.150000000000002	down_in_chronic	True	C4B	P0C0L5	P0C0L5	Complement C4-B OS=Homo sapiens OX=9606 GN=C4B PE=1 SV=2	-0.316505929055388	0.34163346509408	0.595791992841931	0.316505929055388	not_tiered	down_in_case	same_direction	weak_same_direction	30	Detected, same direction, weak/non-tiered	C4B had external log2FC=-0.316505929055388 with FDR=0.595791992841931 in Parkinson disease (PXD038555); status=weak_same_direction.
C06	Nervous system	neurodegenerative disease	Parkinson disease; movement-disorder neurodegeneration	Parkinson disease	PXD038555	case	control	10	20	human	parkinson_disease	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter	comparator_only_not_healthy_control	PXD038555 | case vs control	PXD038555\ncase>control	primary__curated_gate2_case_control__parkinson_disease__PXD038555__case_vs_control	CD44	1.5799999999999983	up_in_chronic	True	CD44	P16070	P16070	CD44 antigen OS=Homo sapiens OX=9606 GN=CD44 PE=1 SV=3	-0.158801653067616	0.692626706022788	0.852941202427429	0.158801653067616	not_tiered	down_in_case	opposite_direction	weak_opposite_direction	30	Detected, opposite direction, weak/non-tiered	CD44 had external log2FC=-0.158801653067616 with FDR=0.852941202427429 in Parkinson disease (PXD038555); status=weak_opposite_direction.
C06	Nervous system	neurodegenerative disease	Parkinson disease; movement-disorder neurodegeneration	Parkinson disease	PXD038555	case	control	10	20	human	parkinson_disease	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter	comparator_only_not_healthy_control	PXD038555 | case vs control	PXD038555\ncase>control	primary__curated_gate2_case_control__parkinson_disease__PXD038555__case_vs_control	CFHR2	1.4699999999999989	up_in_chronic	True	CFHR2	P36980	P36980	Complement factor H-related protein 2 OS=Homo sapiens OX=9606 GN=CFHR2 PE=1 SV=1	0.0088723695135257	0.987704466981792	0.99221453304107	0.0088723695135257	not_tiered	up_in_case	same_direction	weak_same_direction	30	Detected, same direction, weak/non-tiered	CFHR2 had external log2FC=0.0088723695135257 with FDR=0.99221453304107 in Parkinson disease (PXD038555); status=weak_same_direction.
C06	Nervous system	neurodegenerative disease	Parkinson disease; movement-disorder neurodegeneration	Parkinson disease	PXD038555	case	control	10	20	human	parkinson_disease	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter	comparator_only_not_healthy_control	PXD038555 | case vs control	PXD038555\ncase>control	primary__curated_gate2_case_control__parkinson_disease__PXD038555__case_vs_control	ITIH3	-1.2100000000000009	down_in_chronic	True	ITIH3	Q06033	Q06033	Inter-alpha-trypsin inhibitor heavy chain H3 OS=Homo sapiens OX=9606 GN=ITIH3 PE=1 SV=2	-0.788403695792443	0.0050236955451349	0.0488512536864136	0.788403695792443	suggestive	down_in_case	same_direction	concordant_dep	30	Concordant differential expression	ITIH3 had external log2FC=-0.788403695792443 with FDR=0.0488512536864136 in Parkinson disease (PXD038555); status=concordant_dep.
C06	Nervous system	neurodegenerative disease	Parkinson disease; movement-disorder neurodegeneration	Parkinson disease	PXD038555	case	control	10	20	human	parkinson_disease	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter	comparator_only_not_healthy_control	PXD038555 | case vs control	PXD038555\ncase>control	primary__curated_gate2_case_control__parkinson_disease__PXD038555__case_vs_control	LRG1	-1.7199999999999989	down_in_chronic	True	LRG1	P02750	P02750	Leucine-rich alpha-2-glycoprotein OS=Homo sapiens OX=9606 GN=LRG1 PE=1 SV=2	-0.563200005490042	0.232686939302035	0.50684283808364	0.563200005490042	not_tiered	down_in_case	same_direction	weak_same_direction	30	Detected, same direction, weak/non-tiered	LRG1 had external log2FC=-0.563200005490042 with FDR=0.50684283808364 in Parkinson disease (PXD038555); status=weak_same_direction.
C06	Nervous system	neurodegenerative disease	Parkinson disease; movement-disorder neurodegeneration	Parkinson disease	PXD038555	case	control	10	20	human	parkinson_disease	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter	comparator_only_not_healthy_control	PXD038555 | case vs control	PXD038555\ncase>control	primary__curated_gate2_case_control__parkinson_disease__PXD038555__case_vs_control	MYH7B	-5.32	down_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	30	Not detected or not mapped	MYH7B was not detected or not mapped in Parkinson disease (PXD038555).
C07	Nervous system	demyelinating autoimmune disease	Multiple sclerosis; neuroimmune demyelination	Multiple sclerosis	PXD032287	case	control	5	5	human	multiple_sclerosis	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		PXD032287 | case vs control	PXD032287\ncase>control	primary__curated_gate2_case_control__multiple_sclerosis__PXD032287__case_vs_control	ACTG1	-5.98	down_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	10	Not detected or not mapped	ACTG1 was not detected or not mapped in Multiple sclerosis (PXD032287).
C07	Nervous system	demyelinating autoimmune disease	Multiple sclerosis; neuroimmune demyelination	Multiple sclerosis	PXD032287	case	control	5	5	human	multiple_sclerosis	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		PXD032287 | case vs control	PXD032287\ncase>control	primary__curated_gate2_case_control__multiple_sclerosis__PXD032287__case_vs_control	DNAH9	5.84	up_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	10	Not detected or not mapped	DNAH9 was not detected or not mapped in Multiple sclerosis (PXD032287).
C07	Nervous system	demyelinating autoimmune disease	Multiple sclerosis; neuroimmune demyelination	Multiple sclerosis	PXD032287	case	control	5	5	human	multiple_sclerosis	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		PXD032287 | case vs control	PXD032287\ncase>control	primary__curated_gate2_case_control__multiple_sclerosis__PXD032287__case_vs_control	GPX3	-2.8299999999999983	down_in_chronic	True	GPX3	P22352	P22352	Glutathione peroxidase 3 OS=Homo sapiens OX=9606 GN=GPX3 PE=1 SV=2	-0.221910455014509	0.290008619936231	0.659799770348366	0.221910455014509	not_tiered	down_in_case	same_direction	weak_same_direction	10	Detected, same direction, weak/non-tiered	GPX3 had external log2FC=-0.221910455014509 with FDR=0.659799770348366 in Multiple sclerosis (PXD032287); status=weak_same_direction.
